original_title,vote_average,release_year,original_language
Nanny McPhee and the Big Bang,6.0,2010.0,en
Hoffa,6.1,1992.0,en
The X Files: I Want to Believe,5.5,2008.0,en
Ella Enchanted,5.9,2004.0,en
Concussion,7.0,2015.0,en
Abduction,5.6,2011.0,en
Valiant,5.2,2005.0,en
Wonder Boys,6.9,2000.0,en
Superhero Movie,4.9,2008.0,en
Broken City,5.7,2013.0,en
Cursed,5.1,2005.0,en
Premium Rush,6.2,2012.0,en
Hot Pursuit,5.4,2015.0,en
The Four Feathers,6.5,2002.0,en
Parker,5.7,2013.0,en
Wimbledon,6.0,2004.0,en
Furry Vengeance,4.6,2010.0,en
Bait,5.3,2012.0,en
Krull,5.8,1983.0,en
Lions for Lambs,6.0,2007.0,en
Flight of the Intruder,5.7,1991.0,en
Walk Hard: The Dewey Cox Story,6.6,2007.0,en
The Shipping News,6.4,2001.0,en
American Outlaws,5.7,2001.0,en
The Young Victoria,7.0,2009.0,en
Whiteout,5.3,2009.0,en
The Tree of Life,6.5,2011.0,en
Knock Off,4.7,1998.0,en
Sabotage,5.5,2014.0,en
The Order,4.8,2003.0,en
Punisher: War Zone,5.6,2008.0,en
Zoom,4.9,2006.0,en
The Walk,6.9,2015.0,en
Warriors of Virtue,4.7,1997.0,en
A Good Year,6.5,2006.0,en
Radio Flyer,6.6,1992.0,en
Bound by Honor,7.7,1993.0,en
Smilla's Sense of Snow,6.6,1997.0,en
Femme Fatale,6.2,2002.0,en
Lion of the Desert,7.4,1981.0,en
Le Hussard sur le toit,6.7,1995.0,en
Ride with the Devil,6.6,1999.0,en
Biutiful,7.0,2010.0,es
Bandidas,5.8,2006.0,es
Black Water Transit,0.0,2009.0,en
The Maze Runner,7.0,2014.0,en
Unfinished Business,5.0,2015.0,en
The Age of Innocence,7.0,1993.0,en
The Fountain,6.8,2006.0,en
Chill Factor,5.3,1999.0,en
Stolen,5.1,2012.0,en
崖の上のポニョ,7.5,2008.0,ja
The Longest Ride,7.3,2015.0,en
The Astronaut's Wife,5.4,1999.0,en
I Dreamed of Africa,5.3,2000.0,en
Playing for Keeps,5.4,2012.0,en
Mandela: Long Walk to Freedom,6.5,2013.0,en
Reds,7.1,1981.0,en
A Few Good Men,7.1,1992.0,en
Exit Wounds,5.3,2001.0,en
Big Momma's House,5.6,2000.0,en
The House of Magic,6.3,2013.0,en
The Darkest Hour,4.8,2011.0,en
Step Up Revolution,6.7,2012.0,en
Snakes on a Plane,5.1,2006.0,en
The Watcher,4.9,2000.0,en
The Punisher,6.1,2004.0,en
Goal!: The Dream Begins,6.6,2005.0,en
Safe,6.3,2012.0,en
Pushing Tin,5.7,1999.0,en
Return of the Jedi,7.9,1983.0,en
Doomsday,5.8,2008.0,en
The Reader,7.2,2008.0,en
Wanderlust,5.3,2012.0,en
Elf,6.4,2003.0,en
Phenomenon,6.2,1996.0,en
Snow Dogs,5.3,2002.0,en
Scrooged,6.7,1988.0,en
Nacho Libre,5.6,2006.0,en
Bridesmaids,6.5,2011.0,en
This Is the End,6.3,2013.0,en
Stigmata,6.0,1999.0,en
Men of Honor,7.0,2000.0,en
Takers,6.0,2010.0,en
The Big Wedding,5.7,2013.0,en
"Big Mommas: Like Father, Like Son",5.3,2011.0,en
Source Code,7.1,2011.0,en
Alive,6.7,1993.0,en
The Number 23,6.3,2007.0,en
The Young and Prodigious T.S. Spivet,6.7,2013.0,en
1941,5.6,1979.0,en
Dreamer: Inspired By a True Story,6.3,2005.0,en
A History of Violence,6.9,2005.0,en
Transporter 2,6.2,2005.0,en
The Quick and the Dead,6.3,1995.0,en
Laws of Attraction,5.6,2004.0,en
Bringing Out the Dead,6.6,1999.0,en
Repo Men,6.2,2010.0,en
디워,4.0,2007.0,ko
Bogus,5.4,1996.0,en
The Incredible Burt Wonderstone,5.3,2013.0,en
Cats Don't Dance,7.1,1997.0,en
Cradle Will Rock,7.2,1999.0,en
The Good German,5.9,2006.0,en
George and the Dragon,5.0,2004.0,en
Apocalypse Now,8.0,1979.0,en
Going the Distance,6.0,2010.0,en
Mr. Holland's Opus,6.9,1995.0,en
Criminal,5.7,2016.0,en
Out of Africa,7.0,1985.0,en
Flight,6.5,2012.0,en
Moonraker,5.9,1979.0,en
The Grand Budapest Hotel,8.0,2014.0,en
Hearts in Atlantis,6.4,2001.0,en
Arachnophobia,6.2,1990.0,en
Frequency,7.0,2000.0,en
Vacation,6.2,2015.0,en
Get Shorty,6.4,1995.0,en
Chicago,6.9,2002.0,en
Big Daddy,6.1,1999.0,en
American Pie 2,6.0,2001.0,en
Toy Story,7.7,1995.0,en
Speed,6.8,1994.0,en
The Vow,7.0,2012.0,en
Extraordinary Measures,6.0,2010.0,en
Remember the Titans,7.4,2000.0,en
The Hunt for Red October,7.2,1990.0,en
The Butler,7.2,2013.0,en
DodgeBall: A True Underdog Story,6.2,2004.0,en
The Addams Family,6.7,1991.0,en
Ace Ventura: When Nature Calls,6.1,1995.0,en
The Princess Diaries,6.5,2001.0,en
The First Wives Club,6.5,1996.0,en
Se7en,8.1,1995.0,en
District 9,7.3,2009.0,en
The SpongeBob SquarePants Movie,6.7,2004.0,en
Mystic River,7.6,2003.0,en
Million Dollar Baby,7.7,2004.0,en
Analyze This,6.4,1999.0,en
The Notebook,7.7,2004.0,en
27 Dresses,6.1,2008.0,en
Hannah Montana: The Movie,6.0,2009.0,en
Rugrats in Paris: The Movie,6.0,2000.0,it
The Prince of Tides,5.9,1991.0,en
Legends of the Fall,7.2,1994.0,en
Up in the Air,6.7,2009.0,en
About Schmidt,6.7,2002.0,en
Warm Bodies,6.4,2013.0,en
Looper,6.6,2012.0,en
Down to Earth,4.9,2001.0,en
Babe,6.0,1995.0,en
Hope Springs,5.8,2012.0,en
Forgetting Sarah Marshall,6.4,2008.0,en
Four Brothers,6.7,2005.0,en
Baby Mama,5.8,2008.0,en
Hope Floats,5.8,1998.0,en
Bride Wars,5.9,2009.0,en
Without a Paddle,5.3,2004.0,en
13 Going on 30,6.3,2004.0,en
Midnight in Paris,7.4,2011.0,en
The Nut Job,5.5,2014.0,en
Blow,7.4,2001.0,en
Message in a Bottle,5.8,1999.0,en
Star Trek V: The Final Frontier,5.6,1989.0,en
Like Mike,5.7,2002.0,en
The Naked Gun 33⅓: The Final Insult,6.3,1994.0,en
A View to a Kill,6.0,1985.0,en
The Curse of the Were-Rabbit,6.8,2005.0,en
P.S. I Love You,6.9,2007.0,en
Racing Stripes,5.1,2005.0,en
Atonement,7.4,2007.0,en
Letters to Juliet,6.6,2010.0,en
Black Rain,6.2,1989.0,en
The Three Stooges,4.9,2012.0,en
Corpse Bride,7.2,2005.0,en
Glory Road,7.2,2006.0,en
Sicario,7.2,2015.0,en
Southpaw,7.3,2015.0,en
Drag Me to Hell,6.2,2009.0,en
The Age of Adaline,7.4,2015.0,en
Secondhand Lions,6.9,2003.0,en
Step Up 3D,6.6,2010.0,en
Blue Crush,5.6,2002.0,en
Stranger Than Fiction,7.1,2006.0,en
30 Days of Night,6.2,2007.0,en
The Cabin in the Woods,6.5,2012.0,en
Meet the Spartans,3.7,2008.0,en
Midnight Run,7.2,1988.0,en
The Running Man,6.4,1987.0,en
Little Shop of Horrors,6.6,1986.0,en
Hanna,6.5,2011.0,en
Mortal Kombat: Annihilation,3.8,1997.0,en
Larry Crowne,5.7,2011.0,en
Carrie,5.8,2013.0,en
Take the Lead,6.6,2006.0,en
Gridiron Gang,6.5,2006.0,en
What's the Worst That Could Happen?,5.1,2001.0,en
9,6.6,2009.0,en
Side Effects,6.4,2013.0,en
The Prince & Me,5.9,2004.0,en
Winnie the Pooh,6.8,2011.0,en
Dumb and Dumberer: When Harry Met Lloyd,4.1,2003.0,en
Bulworth,6.3,1998.0,en
Get on Up,6.4,2014.0,en
One True Thing,6.2,1998.0,en
Virtuosity,5.4,1995.0,en
My Super Ex-Girlfriend,4.8,2006.0,en
Deliver Us from Evil,5.9,2014.0,en
Sanctum,5.8,2011.0,en
Little Black Book,5.2,2004.0,en
The Five-Year Engagement,5.7,2012.0,en
Mr. 3000,5.0,2004.0,en
The Next Three Days,6.9,2010.0,en
Ultraviolet,4.8,2006.0,en
Assault on Precinct 13,6.0,2005.0,en
The Replacement Killers,6.0,1998.0,en
Fled,5.2,1996.0,en
Eight Legged Freaks,5.4,2002.0,en
Love & Other Drugs,6.6,2010.0,en
88 Minutes,5.7,2007.0,en
North Country,6.8,2005.0,en
The Whole Ten Yards,5.5,2004.0,en
Splice,5.5,2009.0,en
Howard the Duck,5.1,1986.0,en
Pride and Glory,6.3,2008.0,en
The Cave,5.1,2005.0,en
Alex & Emma,5.0,2003.0,en
Wicker Park,6.7,2004.0,en
Fright Night,6.0,2011.0,en
The New World,6.4,2005.0,en
Wing Commander,4.0,1999.0,en
In Dreams,5.4,1999.0,en
Dragonball Evolution,2.9,2009.0,en
The Last Stand,5.7,2013.0,en
Godsend,4.7,2004.0,en
Chasing Liberty,6.1,2004.0,en
Hoodwinked Too! Hood VS. Evil,4.8,2011.0,en
An Unfinished Life,6.7,2005.0,en
The Imaginarium of Doctor Parnassus,6.3,2009.0,en
Barney's Version,7.2,2010.0,en
Runner Runner,5.5,2013.0,en
Antitrust,5.8,2001.0,en
Glory,7.4,1989.0,en
Once Upon a Time in America,8.2,1984.0,en
Dead Man Down,5.9,2013.0,en
The Merchant of Venice,6.7,2004.0,en
The Good Thief,6.0,2003.0,en
Supercross,5.4,2005.0,en
Miss Potter,6.3,2006.0,en
Wu Ji,5.0,2005.0,zh
DOA: Dead or Alive,5.0,2006.0,en
The Assassination of Jesse James by the Coward Robert Ford,7.0,2007.0,en
辛亥革命,5.0,2011.0,zh
Le petit Nicolas,5.9,2009.0,fr
Wild Card,5.4,2015.0,en
Machine Gun Preacher,6.4,2011.0,en
Konferenz der Tiere,5.5,2010.0,de
Goodbye Bafana,7.0,2007.0,en
United Passions,3.0,2014.0,en
Grace of Monaco,5.8,2014.0,en
Савва. Сердце воина,6.4,2015.0,ru
Ripley's Game,6.6,2002.0,en
Sausage Party,5.6,2016.0,en
Pitch Perfect 2,6.8,2015.0,en
Walk the Line,7.3,2005.0,en
Keeping the Faith,5.9,2000.0,en
The Borrowers,5.8,1997.0,en
Frost/Nixon,7.2,2008.0,en
Confessions of a Dangerous Mind,6.6,2002.0,en
Serving Sara,5.0,2002.0,en
The Boss,5.5,2016.0,en
Cry Freedom,6.9,1987.0,en
Mumford,6.3,1999.0,en
Seed of Chucky,4.9,2004.0,en
The Jacket,6.8,2005.0,en
Aladdin,7.4,1992.0,en
Straight Outta Compton,7.7,2015.0,en
Indiana Jones and the Temple of Doom,7.1,1984.0,en
The Rugrats Movie,5.7,1998.0,en
Along Came a Spider,6.1,2001.0,en
Florence Foster Jenkins,6.6,2016.0,en
Once Upon a Time in Mexico,6.2,2003.0,en
Die Hard,7.5,1988.0,en
Role Models,6.4,2008.0,en
The Big Short,7.3,2015.0,en
Taking Woodstock,6.2,2009.0,en
Miracle,7.0,2004.0,en
Dawn of the Dead,6.8,2004.0,en
The Wedding Planner,5.5,2001.0,en
キャプテンハーロック,6.5,2013.0,ja
The Royal Tenenbaums,7.4,2001.0,en
Identity,7.1,2003.0,en
Last Vegas,6.4,2013.0,en
For Your Eyes Only,6.3,1981.0,en
Serendipity,6.6,2001.0,en
Timecop,5.5,1994.0,en
Zoolander,6.1,2001.0,en
Safe Haven,6.9,2013.0,en
Hocus Pocus,6.4,1993.0,en
No Reservations,6.1,2007.0,en
Kick-Ass,7.1,2010.0,en
30 Minutes or Less,5.6,2011.0,en
Dracula 2000,4.6,2000.0,en
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,2014.0,en
Pride & Prejudice,7.7,2005.0,en
Blade Runner,7.9,1982.0,en
Rob Roy,6.5,1995.0,en
3 Days to Kill,6.0,2014.0,en
We Own the Night,6.5,2007.0,en
Lost Souls,4.5,2000.0,en
Le peuple migrateur,7.0,2001.0,fr
Just My Luck,5.8,2006.0,en
"Mystery, Alaska",6.0,1999.0,en
The Spy Next Door,5.5,2010.0,en
A Simple Wish,5.5,1997.0,en
Ghosts of Mars,4.8,2001.0,en
Our Brand Is Crisis,5.8,2015.0,en
Pride and Prejudice and Zombies,5.5,2016.0,en
Kundun,6.8,1997.0,en
How to Lose Friends & Alienate People,6.2,2008.0,en
Kick-Ass 2,6.3,2013.0,en
Alatriste,5.6,2006.0,es
Brick Mansions,5.7,2014.0,en
Octopussy,6.2,1983.0,en
Knocked Up,6.2,2007.0,en
My Sister's Keeper,7.1,2009.0,en
Welcome Home Roscoe Jenkins,5.7,2008.0,en
A Passage to India,6.9,1984.0,en
Notes on a Scandal,6.9,2006.0,en
Rendition,6.2,2007.0,en
Star Trek VI: The Undiscovered Country,6.7,1991.0,en
Divine Secrets of the Ya-Ya Sisterhood,5.6,2002.0,en
Kiss the Girls,6.2,1997.0,en
The Blues Brothers,7.5,1980.0,en
The Sisterhood of the Traveling Pants 2,6.0,2008.0,en
Joyful Noise,6.7,2012.0,en
About a Boy,6.6,2002.0,en
Lake Placid,5.5,1999.0,en
Lucky Number Slevin,7.4,2006.0,en
The Right Stuff,7.3,1983.0,en
Anonymous,6.3,2011.0,en
The Neverending Story,7.0,1984.0,en
Dark City,7.2,1998.0,en
The Duchess,6.7,2008.0,en
Return to Oz,6.7,1985.0,en
The Newton Boys,5.9,1998.0,en
Case 39,6.1,2009.0,en
Suspect Zero,5.5,2004.0,en
Martian Child,6.8,2007.0,en
Spy Kids: All the Time in the World,4.4,2011.0,en
Money Monster,6.5,2016.0,en
The 51st State,5.9,2001.0,en
Flawless,5.9,1999.0,en
Mindhunters,6.3,2004.0,en
What Just Happened,5.2,2008.0,en
The Statement,5.9,2003.0,en
The Magic Flute,6.9,2006.0,en
Paul Blart: Mall Cop,5.2,2009.0,en
Freaky Friday,6.0,2003.0,en
The 40 Year Old Virgin,6.2,2005.0,en
Shakespeare in Love,6.8,1998.0,en
A Walk Among the Tombstones,6.2,2014.0,en
Kindergarten Cop,5.8,1990.0,en
Pineapple Express,6.6,2008.0,en
EverAfter,6.8,1998.0,en
Open Range,7.0,2003.0,en
Flatliners,6.3,1990.0,en
A Bridge Too Far,6.9,1977.0,en
Red Eye,6.2,2005.0,en
Final Destination 2,5.9,2003.0,en
"O Brother, Where Art Thou?",7.3,2000.0,en
Legion,5.2,2010.0,en
Pain & Gain,6.1,2013.0,en
In Good Company,5.9,2004.0,en
Clockstoppers,4.9,2002.0,en
Silverado,7.1,1985.0,en
Brothers,6.8,2009.0,en
Agent Cody Banks 2: Destination London,5.2,2004.0,en
New Year's Eve,5.7,2011.0,en
Original Sin,5.8,2001.0,en
The Raven,6.1,2012.0,en
Welcome to Mooseport,4.8,2004.0,en
Highlander III: The Sorcerer,4.5,1994.0,en
Blood and Wine,5.5,1996.0,en
Snow White: A Tale of Terror,6.0,1997.0,en
The Curse of the Jade Scorpion,6.5,2001.0,en
Accidental Love,3.9,2015.0,en
Flipper,5.3,1996.0,en
Self/less,6.3,2015.0,en
The Constant Gardener,6.8,2005.0,en
The Passion of the Christ,6.9,2004.0,en
Mrs. Doubtfire,7.0,1993.0,en
Rain Man,7.6,1988.0,en
Gran Torino,7.8,2008.0,en
W.,6.1,2008.0,en
Taken,7.2,2008.0,en
The Best of Me,7.2,2014.0,en
The Bodyguard,6.1,1992.0,en
Schindler's List,8.3,1993.0,en
The Help,7.8,2011.0,en
The Fifth Estate,5.7,2013.0,en
Scooby-Doo 2: Monsters Unleashed,5.4,2004.0,en
Viy,4.9,2014.0,ru
Freddy vs. Jason,5.8,2003.0,en
The Face of an Angel,4.7,2014.0,en
Jimmy Neutron: Boy Genius,5.6,2001.0,en
Cloverfield,6.4,2008.0,en
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,1991.0,en
The Untouchables,7.6,1987.0,en
No Country for Old Men,7.7,2007.0,en
Ride Along,6.1,2014.0,en
Bridget Jones's Diary,6.5,2001.0,en
Chocolat,6.8,2000.0,en
"Legally Blonde 2: Red, White & Blonde",5.1,2003.0,en
Parental Guidance,5.7,2012.0,en
No Strings Attached,6.1,2011.0,en
Tombstone,7.4,1993.0,en
Romeo Must Die,6.0,2000.0,en
The Omen,7.2,1976.0,en
Final Destination 3,5.8,2006.0,en
The Lucky One,6.8,2012.0,en
Bridge to Terabithia,7.0,2007.0,en
Finding Neverland,7.2,2004.0,en
A Madea Christmas,7.0,2013.0,en
The Grey,6.4,2012.0,en
Hide and Seek,6.1,2005.0,en
Anchorman: The Legend of Ron Burgundy,6.7,2004.0,en
GoodFellas,8.2,1990.0,en
Agent Cody Banks,5.0,2003.0,en
Nanny McPhee,6.4,2005.0,en
Scarface,8.0,1983.0,en
Nothing to Lose,6.3,1997.0,en
The Last Emperor,7.4,1987.0,en
Contraband,6.1,2012.0,en
Money Talks,5.9,1997.0,en
There Will Be Blood,7.9,2007.0,en
The Wild Thornberrys Movie,5.8,2002.0,en
Rugrats Go Wild,5.6,2003.0,en
Undercover Brother,5.5,2002.0,en
The Sisterhood of the Traveling Pants,6.3,2005.0,en
Kiss of the Dragon,6.4,2001.0,en
The House Bunny,5.6,2008.0,en
Beauty Shop,5.4,2005.0,en
Million Dollar Arm,6.6,2014.0,en
The Giver,6.4,2014.0,en
What a Girl Wants,5.8,2003.0,en
Jeepers Creepers 2,5.5,2003.0,en
Good Luck Chuck,5.5,2007.0,en
Cradle 2 the Grave,5.8,2003.0,en
The Hours,7.0,2002.0,en
She's the Man,6.4,2006.0,en
Mr. Bean's Holiday,6.1,2007.0,en
Anacondas: The Hunt for the Blood Orchid,4.9,2004.0,en
Blood Ties,6.0,2013.0,en
August Rush,7.1,2007.0,en
Elizabeth,7.1,1998.0,en
Bride of Chucky,5.5,1998.0,en
Tora! Tora! Tora!,6.9,1970.0,en
Spice World,4.7,1997.0,en
The Sitter,5.4,2011.0,en
Dance Flick,4.7,2009.0,en
The Shawshank Redemption,8.5,1994.0,en
Crocodile Dundee in Los Angeles,4.7,2001.0,en
Kingpin,6.7,1996.0,en
The Gambler,5.7,2014.0,en
August: Osage County,6.9,2013.0,en
Ice Princess,5.9,2005.0,en
A Lot Like Love,6.5,2005.0,en
Eddie the Eagle,7.2,2016.0,en
He Got Game,6.7,1998.0,en
Don Juan DeMarco,6.2,1994.0,en
Dear John,6.6,2010.0,en
The Losers,6.2,2010.0,en
Don't Be Afraid of the Dark,5.4,2010.0,en
War,6.0,2007.0,en
Punch-Drunk Love,6.9,2002.0,en
EuroTrip,6.5,2004.0,en
Half Past Dead,4.6,2002.0,en
Unaccompanied Minors,5.4,2006.0,en
"Bright Lights, Big City",4.7,1988.0,en
The Adventures of Pinocchio,5.0,1996.0,en
The Greatest Game Ever Played,6.9,2005.0,en
The Box,5.4,2009.0,en
The Ruins,5.6,2008.0,en
The Next Best Thing,4.3,2000.0,en
My Soul to Take,5.2,2010.0,en
The Girl Next Door,6.3,2004.0,en
Maximum Risk,5.2,1996.0,en
Stealing Harvard,4.4,2002.0,en
Legend,6.7,2015.0,en
Hot Rod,6.3,2007.0,en
Shark Night,4.9,2011.0,en
Angela's Ashes,7.0,1999.0,en
Draft Day,6.5,2014.0,en
Lifeforce,6.2,1985.0,en
The Conspirator,6.2,2010.0,en
Lords of Dogtown,7.0,2005.0,en
The 33,6.0,2015.0,en
Big Trouble in Little China,7.1,1986.0,en
Un Plan parfait,5.6,2012.0,fr
Warrior,7.7,2011.0,en
Michael Collins,6.7,1996.0,en
Gettysburg,6.6,1993.0,en
Stop-Loss,6.1,2008.0,en
Abandon,4.6,2002.0,en
Brokedown Palace,6.2,1999.0,en
The Possession,5.8,2012.0,en
Mrs. Winterbourne,5.3,1996.0,en
Straw Dogs,5.5,2011.0,en
The Hoax,6.4,2006.0,en
Stone Cold,5.7,1991.0,en
The Road,6.8,2009.0,en
Sheena,5.0,1984.0,en
Underclassman,5.5,2005.0,en
Say It Isn't So,4.8,2001.0,en
The World's Fastest Indian,7.3,2005.0,en
Tank Girl,5.5,1995.0,en
King's Ransom,5.1,2005.0,en
Blindness,6.4,2008.0,en
BloodRayne,3.5,2005.0,en
Carnage,7.0,2011.0,en
Where the Truth Lies,5.9,2005.0,en
Cirque du Soleil: Worlds Away,6.1,2012.0,en
Without Limits,6.2,1998.0,en
Me and Orson Welles,6.6,2009.0,en
La migliore offerta,7.7,2013.0,en
The Bad Lieutenant: Port of Call - New Orleans,6.0,2009.0,en
Sammy's avonturen: De geheime doorgang,5.6,2010.0,en
Les petits mouchoirs,7.1,2010.0,fr
Love Ranch,6.0,2010.0,en
La véritable histoire du Chat Botté,3.8,2009.0,fr
Белка и Стрелка. Звёздные собаки,6.3,2010.0,ru
The Counselor,5.0,2013.0,en
Ironclad,6.2,2011.0,en
Waterloo,7.0,1970.0,en
一個人的武林,6.5,2014.0,cn
Red Sky,4.1,2014.0,en
Dangerous Liaisons,7.0,1988.0,en
On the Road,5.5,2012.0,en
Star Trek IV: The Voyage Home,6.9,1986.0,en
Rocky Balboa,6.5,2006.0,en
Scream 2,6.1,1997.0,en
Jane Got a Gun,5.4,2016.0,en
Think Like a Man Too,6.4,2014.0,en
The Whole Nine Yards,6.2,2000.0,en
Footloose,6.4,1984.0,en
Old School,6.6,2003.0,en
The Fisher King,7.2,1991.0,en
I Still Know What You Did Last Summer,5.1,1998.0,en
Return to Me,6.1,2000.0,en
Zack and Miri Make a Porno,6.1,2008.0,en
Nurse Betty,5.9,2000.0,en
The Men Who Stare at Goats,5.9,2009.0,en
Double Take,5.5,2001.0,en
"Girl, Interrupted",7.6,1999.0,en
Win a Date with Tad Hamilton!,5.5,2004.0,en
Muppets from Space,5.8,1999.0,en
The Wiz,5.9,1978.0,en
Ready to Rumble,4.7,2000.0,en
Play It to the Bone,5.7,1999.0,en
I Don't Know How She Does It,5.0,2011.0,en
Piranha 3D,5.3,2010.0,en
Beyond the Sea,6.5,2004.0,en
Meet the Deedles,4.1,1998.0,en
The Thief and the Cobbler,6.8,1993.0,en
The Bridge of San Luis Rey,5.4,2004.0,en
Faster,6.1,2010.0,en
ハウルの動く城,8.2,2004.0,ja
Zombieland,7.2,2009.0,en
The Waterboy,5.9,1998.0,en
The Empire Strikes Back,8.2,1980.0,en
Bad Boys,6.5,1995.0,en
The Naked Gun 2½: The Smell of Fear,6.6,1991.0,en
Final Destination,6.4,2000.0,en
The Ides of March,6.5,2011.0,en
Pitch Black,6.7,2000.0,en
Someone Like You...,6.0,2001.0,en
Her,7.9,2013.0,en
Joy Ride,6.3,2001.0,en
The Adventurer: The Curse of the Midas Box,5.1,2013.0,en
Anywhere But Here,5.9,1999.0,en
The Crew,6.4,2000.0,en
Haywire,5.6,2011.0,en
Jaws: The Revenge,3.5,1987.0,en
Marvin's Room,6.6,1996.0,en
The Longshots,6.5,2008.0,en
The End of the Affair,6.6,1999.0,en
Harley Davidson and the Marlboro Man,6.1,1991.0,en
In the Valley of Elah,6.6,2007.0,en
Coco avant Chanel,6.6,2009.0,fr
Forsaken,5.8,2015.0,en
Chéri,5.9,2009.0,en
Vanity Fair,5.5,2004.0,en
十月圍城,6.5,2009.0,cn
1408,6.5,2007.0,en
Spaceballs,6.7,1987.0,en
The Water Diviner,6.8,2014.0,en
Ghost,6.9,1990.0,en
There's Something About Mary,6.5,1998.0,en
The Santa Clause,6.3,1994.0,en
The Rookie,6.5,2002.0,en
The Game Plan,6.0,2007.0,en
The Bridges of Madison County,7.3,1995.0,en
The Animal,4.6,2001.0,en
Gandhi,7.4,1982.0,en
The Hundred-Foot Journey,7.3,2014.0,en
The Net,5.6,1995.0,en
I Am Sam,7.2,2001.0,en
Son of God,5.9,2014.0,en
Underworld,6.6,2003.0,en
Derailed,6.1,2005.0,en
The Informant!,6.0,2009.0,en
Shadowlands,6.8,1993.0,en
Deuce Bigalow: European Gigolo,4.7,2005.0,en
Delivery Man,6.2,2013.0,en
Our Kind of Traitor,6.0,2016.0,en
Saving Silverman,5.4,2001.0,en
Diary of a Wimpy Kid: Dog Days,6.0,2012.0,en
Summer of Sam,6.3,1999.0,en
Jay and Silent Bob Strike Back,6.4,2001.0,en
The Glass House,5.4,2001.0,en
"Hail, Caesar!",5.7,2016.0,en
Josie and the Pussycats,5.3,2001.0,en
Homefront,6.4,2013.0,en
The Little Vampire,6.1,2000.0,en
I Heart Huckabees,6.2,2004.0,en
RoboCop 3,4.2,1993.0,en
Megiddo: The Omega Code 2,3.6,2001.0,en
Darling Lili,4.9,1970.0,en
Dudley Do-Right,3.8,1999.0,en
The Transporter Refueled,5.2,2015.0,en
The Libertine,5.9,2004.0,en
Zwartboek,7.2,2006.0,nl
Joyeux Noël,7.2,2005.0,fr
Hit & Run,5.5,2012.0,en
Mad Money,5.9,2008.0,en
Before I Go to Sleep,6.2,2014.0,en
Sorcerer,7.4,1977.0,en
Stone,5.2,2010.0,en
Molière,6.7,2007.0,fr
Out of the Furnace,6.5,2013.0,en
Michael Clayton,6.5,2007.0,en
My Fellow Americans,6.3,1996.0,en
Arlington Road,7.0,1999.0,en
Metegol,6.0,2013.0,es
To Rome with Love,5.6,2012.0,en
Firefox,5.5,1982.0,en
"South Park: Bigger, Longer & Uncut",7.1,1999.0,en
Death at a Funeral,6.9,2007.0,en
Teenage Mutant Ninja Turtles III,5.1,1993.0,en
Hardball,6.3,2001.0,en
Silver Linings Playbook,6.9,2012.0,en
Freedom Writers,7.5,2007.0,en
For Colored Girls,7.0,2010.0,en
The Transporter,6.6,2002.0,en
Never Back Down,6.4,2008.0,en
The Rage: Carrie 2,5.1,1999.0,en
Away We Go,6.7,2009.0,en
Swing Vote,5.8,2008.0,en
Moonlight Mile,6.5,2002.0,en
Tinker Tailor Soldier Spy,6.6,2011.0,en
Molly,5.5,1999.0,en
The Beaver,6.3,2011.0,en
The Best Little Whorehouse in Texas,5.9,1982.0,en
eXistenZ,6.7,1999.0,en
Raiders of the Lost Ark,7.7,1981.0,en
Home Alone 2: Lost in New York,6.3,1992.0,en
Close Encounters of the Third Kind,7.2,1977.0,en
Pulse,5.0,2006.0,en
Beverly Hills Cop II,6.1,1987.0,en
Bringing Down the House,5.4,2003.0,en
The Silence of the Lambs,8.1,1991.0,en
Wayne's World,6.5,1992.0,en
Jackass 3D,6.4,2010.0,en
Jaws 2,5.9,1978.0,en
Beverly Hills Chihuahua,4.9,2008.0,en
The Conjuring,7.4,2013.0,en
Are We There Yet?,5.2,2005.0,en
Tammy,5.0,2014.0,en
School of Rock,6.7,2003.0,en
Mortal Kombat,5.4,1995.0,en
White Chicks,6.3,2004.0,en
The Descendants,6.7,2011.0,en
Holes,6.7,2003.0,en
The Last Song,6.9,2010.0,en
12 Years a Slave,7.9,2013.0,en
Drumline,6.2,2002.0,en
Why Did I Get Married Too?,6.1,2010.0,en
Edward Scissorhands,7.5,1990.0,en
Me Before You,7.6,2016.0,en
Madea's Witness Protection,5.9,2012.0,en
The French Connection,7.4,1971.0,en
Bad Moms,6.3,2016.0,en
Date Movie,3.6,2006.0,en
Return to Never Land,6.1,2002.0,en
Selma,7.4,2014.0,en
The Jungle Book 2,5.6,2003.0,en
Boogeyman,4.6,2005.0,en
Premonition,5.8,2007.0,en
The Tigger Movie,6.3,2000.0,en
Orphan,6.7,2009.0,en
Max,6.8,2015.0,en
Epic Movie,3.2,2007.0,en
Spotlight,7.8,2015.0,en
Lakeview Terrace,5.9,2008.0,en
The Grudge 2,5.2,2006.0,en
How Stella Got Her Groove Back,6.0,1998.0,en
Bill & Ted's Bogus Journey,5.9,1991.0,en
Man of the Year,5.8,2006.0,en
The Black Hole,6.1,1979.0,en
The American,5.8,2010.0,en
Selena,7.0,1997.0,en
Vampires Suck,4.2,2010.0,en
Babel,6.9,2006.0,en
